time,id,x,y,angle,type,speed,pos,lane,slope,signals
6.4,3,-82.834228,34.684128,212.805438,1,3.30126,8.133038,-125032230,0,0
6.4,4,-82.823941,34.677296,356.791874,1,0,5.1,1251709400,0,0
6.5,0,-82.837497,34.68369,224.320576,1,7.516678,2.799688,-1251481341,0,0
6.5,1,-82.831764,34.675708,84.994167,1,10.015581,5.41868,379395456120,0,0
6.5,2,-82.853301,34.677032,97.660188,1,6.909491,17.361966,-1252519320,0,0
6.5,3,-82.83423,34.684125,212.805438,1,3.454744,8.478512,-125032230,0,0
6.5,4,-82.823941,34.677297,356.791874,1,0.247042,5.124704,1251709400,0,0
6.6,0,-82.837501,34.683684,215.065608,1,7.71331,3.571019,-1251481341,0,0
6.6,1,-82.831753,34.675709,84.361344,1,10.215405,0.94022,-33478129310,0,0
6.6,2,-82.853294,34.677031,97.660188,1,7.047789,18.066745,-1252519320,0,0
6.6,3,-82.834232,34.684122,212.805438,1,3.61282,8.839794,-125032230,0,0
6.6,4,-82.823941,34.677297,356.791874,1,0.485653,5.17327,1251709400,0,0
6.7,0,-82.837504,34.683677,209.702317,1,7.930043,4.364023,-1251481341,0,0
6.7,1,-82.831742,34.675711,83.6588,1,10.43336,1.983556,-33478129310,0,0
6.7,2,-82.853286,34.677031,97.660188,1,7.280813,18.794826,-1252519320,0,0
6.7,3,-82.834234,34.684119,212.805438,1,3.852885,9.225082,-125032230,0,0
6.7,4,-82.823941,34.677298,356.791874,1,0.729006,5.24617,1251709400,0,0
6.8,0,-82.837508,34.683671,205.534663,1,8.096034,5.173626,-1251481341,0,0
6.8,1,-82.83173,34.675712,82.939995,1,10.67287,3.050843,-33478129310,0,0
6.8,2,-82.853278,34.67703,97.660188,1,7.483015,19.543128,-1252519320,0,0
6.8,3,-82.834237,34.684116,212.805438,1,4.065238,9.631606,-125032230,0,0
6.8,4,-82.823941,34.677299,356.791874,1,0.949359,5.341106,1251709400,0,0
6.9,0,-82.837512,34.683664,205.534663,1,8.280691,6.001696,-1251481341,0,0
6.9,1,-82.831718,34.675714,82.204629,1,10.920169,4.14286,-33478129310,0,0
6.9,2,-82.853269,34.677029,97.660188,1,7.726181,20.315746,-1252519320,0,0
6.9,3,-82.834239,34.684113,212.805438,1,4.222601,10.053866,-125032230,0,0
6.9,4,-82.823942,34.6773,356.791874,1,1.202425,5.461349,1251709400,0,0
7,0,-82.837515,34.683657,205.534663,1,8.511314,6.852827,-1251481341,0,0
7,1,-82.831706,34.675715,81.627653,1,11.13846,5.256706,-33478129310,0,0
7,2,-82.853261,34.677028,97.660188,1,7.956574,21.111403,-1252519320,0,0
7,3,-82.834242,34.684109,212.805438,1,4.457206,10.499587,-125032230,0,0
7,4,-82.823942,34.677301,356.791874,1,1.395186,5.600867,1251709400,0,0
7.1,0,-82.837519,34.68365,205.534663,1,8.738748,7.726702,-1251481341,0,0
7.1,1,-82.831694,34.675717,81.627653,1,11.367465,6.393453,-33478129310,0,0
7.1,2,-82.853252,34.677027,97.660188,1,8.105974,21.922,-1252519320,0,0
7.1,3,-82.834244,34.684106,212.805438,1,4.656649,10.965252,-125032230,0,0
7.1,4,-82.823942,34.677302,356.791874,1,1.639419,5.764809,1251709400,0,0
7.2,0,-82.837523,34.683643,205.534663,1,8.876457,8.614347,-1251481341,0,0
7.2,1,-82.831682,34.675719,81.627653,1,11.524374,7.54589,-33478129310,0,0
7.2,2,-82.853243,34.677026,97.660188,1,8.337293,22.75573,-1252519320,0,0
7.2,3,-82.834247,34.684102,212.805438,1,4.797307,11.444982,-125032230,0,0
7.2,4,-82.823942,34.677304,356.791874,1,1.845419,5.949351,1251709400,0,0
7.3,0,-82.837527,34.683635,205.534663,1,9.084025,9.52275,-1251481341,0,0
7.3,1,-82.831669,34.675721,81.627653,1,11.686931,8.714583,-33478129310,0,0
7.3,2,-82.853234,34.677026,97.660188,1,8.586297,23.614359,-1252519320,0,0
7.3,3,-82.83425,34.684098,212.805438,1,4.983261,11.943309,-125032230,0,0
7.3,4,-82.823942,34.677306,356.791874,1,2.101774,6.159528,1251709400,0,0
7.4,0,-82.837532,34.683628,205.534663,1,9.247685,10.447518,-1251481341,0,0
7.4,1,-82.831656,34.675722,81.627653,1,11.945977,9.909181,-33478129310,0,0
7.4,2,-82.853224,34.677025,97.660188,1,8.759703,24.49033,-1252519320,0,0
7.4,3,-82.834253,34.684094,212.805438,1,5.227735,12.466082,-125032230,0,0
7.4,4,-82.823942,34.677308,356.791874,1,2.30796,6.390324,1251709400,0,0
7.5,0,-82.837536,34.68362,205.534663,1,9.431185,11.390637,-1251481341,0,0
7.5,1,-82.831643,34.675724,81.627653,1,12.109903,11.120171,-33478129310,0,0
7.5,2,-82.853214,34.677024,97.660188,1,9.008645,25.391194,-1252519320,0,0
7.5,3,-82.834256,34.68409,212.805438,1,5.431799,13.009262,-125032230,0,0
7.5,4,-82.823943,34.67731,356.791874,1,2.46616,6.63694,1251709400,0,0
7.6,0,-82.83754,34.683613,205.534663,1,9.612595,12.351896,-1251481341,0,0
7.6,1,-82.83163,34.675726,81.627653,1,12.355646,12.355736,-33478129310,0,0
7.6,2,-82.853204,34.677023,97.660188,1,9.243868,26.315581,-1252519320,0,0
7.6,3,-82.834259,34.684086,212.805438,1,5.564101,13.565672,-125032230,0,0
7.6,4,-82.823943,34.677313,356.791874,1,2.674883,6.904429,1251709400,0,0
7.7,0,-82.837544,34.683605,205.534663,1,9.803913,13.332288,-1251481341,0,0
7.7,1,-82.831616,34.675728,81.627653,1,12.544706,13.610206,-33478129310,0,0
7.7,2,-82.853194,34.677022,97.660188,1,9.502353,27.265816,-1252519320,0,0
7.7,3,-82.834263,34.684081,212.805438,1,5.748808,14.140553,-125032230,0,0
7.7,4,-82.823943,34.677315,356.791874,1,2.904938,7.194922,1251709400,0,0
7.8,0,-82.837549,34.683597,205.534663,1,9.941444,14.326432,-1251481341,0,0
7.8,1,-82.831603,34.67573,81.627653,1,12.774677,14.887674,-33478129310,0,0
7.8,2,-82.853184,34.677021,97.660188,1,9.644722,28.230288,-1252519320,0,0
7.8,3,-82.834266,34.684077,212.805438,1,5.979958,14.738549,-125032230,0,0
7.8,4,-82.823943,34.677318,356.791874,1,3.045906,7.499513,1251709400,0,0
7.9,0,-82.837553,34.683588,205.534663,1,10.177005,15.344133,-1251481341,0,0
7.9,1,-82.831589,34.675732,81.627653,1,12.995371,16.187211,-33478129310,0,0
7.9,2,-82.853173,34.67702,97.660188,1,9.859648,29.216253,-1252519320,0,0
7.9,3,-82.83427,34.684072,212.805438,1,6.2056,15.359109,-125032230,0,0
7.9,4,-82.823943,34.677321,356.791874,1,3.247802,7.824293,1251709400,0,0
8,0,-82.837558,34.68358,205.534663,1,10.338073,16.37794,-1251481341,0,0
8,1,-82.831575,34.675734,81.627653,1,13.207851,17.507996,-33478129310,0,0
8,2,-82.853162,34.677019,97.660188,1,10.011979,30.217451,-1252519320,0,0
8,3,-82.834273,34.684067,212.805438,1,6.425316,16.00164,-125032230,0,0
8,4,-82.823944,34.677324,356.791874,1,3.385928,8.162886,1251709400,0,0
8.1,0,-82.837563,34.683572,205.534663,1,10.596345,17.437574,-1251481341,0,0
8.1,1,-82.83156,34.675735,81.785929,1,13.463751,18.854371,-33478129310,0,0
8.1,2,-82.853151,34.677018,97.660188,1,10.244457,31.241897,-1252519320,0,0
8.1,3,-82.834277,34.684062,212.805438,1,6.6105,16.66269,-125032230,0,0
8.1,4,-82.823944,34.677327,356.791874,1,3.639562,8.526842,1251709400,0,0
8.1,5,-82.821375,34.680863,237.132103,1,0,5.1,-125256800,0,0
8.2,0,-82.837567,34.683563,205.534663,1,10.736968,18.511271,-1251481341,0,0
8.2,1,-82.831545,34.675737,82.05958,1,13.71861,20.226232,-33478129310,0,0
8.2,2,-82.85314,34.677017,97.660188,1,10.478204,32.289717,-1252519320,0,0
8.2,3,-82.834281,34.684057,212.805438,1,6.825921,17.345282,-125032230,0,0
8.2,4,-82.823944,34.677331,356.791874,1,3.862545,8.913097,1251709400,0,0
8.2,5,-82.821375,34.680863,237.132103,1,0.25959,5.125959,-125256800,0,0
8.3,0,-82.83757,34.683554,203.465022,1,10.926162,19.603887,-1251481341,0,0
8.3,1,-82.83153,34.675739,82.336594,1,13.887065,21.614939,-33478129310,0,0
8.3,2,-82.853128,34.677015,97.660188,1,10.66234,33.355951,-1252519320,0,0
8.3,3,-82.834285,34.684052,212.805438,1,7.02002,18.047284,-125032230,0,0
8.3,4,-82.823945,34.677334,356.791874,1,4.060632,9.31916,1251709400,0,0
8.3,5,-82.821376,34.680863,237.132103,1,0.498937,5.175853,-125256800,0,0
8.4,0,-82.837572,34.683544,199.928689,1,11.123892,20.716277,-1251481341,0,0
8.4,1,-82.831515,34.675741,82.618023,1,14.108916,23.025831,-33478129310,0,0
8.4,2,-82.853116,34.677014,97.660188,1,10.872297,34.443181,-1252519320,0,0
8.4,3,-82.834289,34.684046,212.805438,1,7.23564,18.770848,-125032230,0,0
8.4,4,-82.823945,34.677338,356.791874,1,4.20522,9.739682,1251709400,0,0
8.4,5,-82.821376,34.680863,237.132103,1,0.728713,5.248724,-125256800,0,0
8.5,0,-82.837574,34.683534,196.3004,1,11.355815,21.851858,-1251481341,0,0
8.5,1,-82.8315,34.675743,82.625012,1,14.23962,24.449793,-33478129310,0,0
8.5,2,-82.853106,34.677019,90.764235,1,11.090817,35.552263,-1252519320,0,0
8.5,3,-82.834293,34.68404,212.805438,1,7.41074,19.511922,-125032230,0,0
8.5,4,-82.823945,34.677342,356.791874,1,4.433825,10.183064,1251709400,0,0
8.5,5,-82.821377,34.680862,237.132103,1,0.98112,5.346836,-125256800,0,0
8.6,0,-82.837576,34.683524,192.626998,1,11.530601,23.004918,-1251481341,0,0
8.6,1,-82.831484,34.675745,82.625012,1,14.498178,25.89961,-33478129310,0,0
8.6,2,-82.853096,34.677024,81.431844,1,11.34451,36.686714,-1252519320,0,0
8.6,3,-82.834298,34.684035,212.805438,1,7.551553,20.267078,-125032230,0,0
8.6,4,-82.823946,34.677346,356.791874,1,4.59771,10.642835,1251709400,0,0
8.6,5,-82.821378,34.680862,237.132103,1,1.185667,5.465403,-125256800,0,0
8.7,0,-82.837578,34.683513,189.654977,1,11.671137,24.172032,-1251481341,0,0
8.7,1,-82.831468,34.675747,82.625012,1,14.754717,27.375082,-33478129310,0,0
8.7,2,-82.853085,34.67703,71.751834,1,11.503846,37.837098,-1252519320,0,0
8.7,3,-82.834302,34.684029,212.805438,1,7.715324,21.03861,-125032230,0,0
8.7,4,-82.823946,34.677351,356.791874,1,4.75395,11.11823,1251709400,0,0
8.7,5,-82.82138,34.680861,237.132103,1,1.419859,5.607389,-125256800,0,0
8.8,0,-82.83758,34.683503,189.654977,1,11.870235,25.359055,-1251481341,0,0
8.8,1,-82.831452,34.675749,82.625012,1,14.905099,28.865592,-33478129310,0,0
8.8,2,-82.853075,34.677036,62.220951,1,11.712275,39.008326,-1252519320,0,0
8.8,3,-82.834307,34.684023,212.805438,1,7.951442,21.833754,-125032230,0,0
8.8,4,-82.823947,34.677355,356.791874,1,4.945121,11.612743,1251709400,0,0
8.8,5,-82.821381,34.68086,237.132103,1,1.63144,5.770533,-125256800,0,0
8.9,0,-82.837582,34.683493,189.654977,1,12.009878,26.560043,-1251481341,0,0
8.9,1,-82.831436,34.675751,82.625012,1,15.112214,30.376813,-33478129310,0,0
8.9,2,-82.853064,34.677042,57.241379,1,11.940998,40.202425,-1252519320,0,0
8.9,3,-82.834311,34.684016,212.805438,1,8.094928,22.643247,-125032230,0,0
8.9,4,-82.823947,34.67736,356.791874,1,5.139302,12.126673,1251709400,0,0
8.9,5,-82.821383,34.680859,237.132103,1,1.829971,5.95353,-125256800,0,0
9,0,-82.837584,34.683482,189.654977,1,12.152739,27.775317,-1251481341,0,0
9,1,-82.831419,34.675753,82.625012,1,15.329634,31.909777,-33478129310,0,0
9,2,-82.853053,34.677048,57.241379,1,12.076962,41.410122,-1252519320,0,0
9,3,-82.834316,34.68401,212.805438,1,8.264802,23.469727,-125032230,0,0
9,4,-82.823947,34.677364,356.791874,1,5.325149,12.659188,1251709400,0,0
9,5,-82.821385,34.680858,237.132103,1,2.058301,6.15936,-125256800,0,0
9.1,0,-82.837586,34.683471,189.90733,1,12.294762,0.124793,11396754111,0,0
9.1,1,-82.831402,34.675755,82.625012,1,15.534028,33.46318,-33478129310,0,0
9.1,2,-82.853042,34.677054,57.241379,1,12.234263,42.633548,-1252519320,0,0
9.1,3,-82.834321,34.684003,212.805438,1,8.446245,24.314352,-125032230,0,0
9.1,4,-82.823948,34.677369,356.791874,1,5.583016,13.217489,1251709400,0,0
9.1,5,-82.821387,34.680857,237.132103,1,2.205347,6.379894,-125256800,0,0
9.2,0,-82.83759,34.683461,192.470199,1,12.430267,1.36782,11396754111,0,0
9.2,1,-82.831385,34.675757,82.625012,1,15.748668,35.038046,-33478129310,0,0
9.2,2,-82.85303,34.67706,57.241379,1,12.452463,43.878794,-1252519320,0,0
9.2,3,-82.834326,34.683997,212.805438,1,8.696052,25.183957,-125032230,0,0
9.2,4,-82.823948,34.677375,356.791874,1,5.732209,13.79071,1251709400,0,0
9.2,5,-82.821389,34.680856,237.132103,1,2.355553,6.61545,-125256800,0,0
9.3,0,-82.837597,34.683453,198.89712,1,12.689248,2.636745,11396754111,0,0
9.3,1,-82.831368,34.675759,82.625012,1,16.000466,36.638093,-33478129310,0,0
9.3,2,-82.853019,34.677067,57.241379,1,12.601272,45.138921,-1252519320,0,0
9.3,3,-82.834331,34.68399,212.805438,1,8.937341,26.077691,-125032230,0,0
9.3,4,-82.823949,34.67738,356.791874,1,5.98482,14.389192,1251709400,0,0
